Count of Invoice,Type of Request,REQUEST ID,CREATED BY,CREATED ON,BRANCH NAME,SUPPLIER CODE,NAME,COUNTRY,CURRENCY,TYPE OF REQUEST,Amount,TASK START,Actioned Date,Request Received Stage,Request received date,Completed Date,Status of Request,Pending Reason,Pending With Approver/Requestor,QC Status,Audited By,Auditor Comments,Ageing-SLA-FPY,Ageing-SLA-2,Ageing of Re-work Days,Ageing of Re-work,Month,Unnamed: 28, Amount 
1.0,Check Request,346166,Brenda Bradley,2024-10-21 00:00:00,5983 - West Lindamouth,Wl20zH-410,Ferguson Inc,Canada,CAD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,1703.28,2024-10-22 00:00:00,2024-10-22 00:00:00,verification,2024-10-22 00:00:00,2024-10-22 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Check Request,341066,Kevin Berry,2024-10-21 00:00:00,8759 - Port Douglas,Wy03UN-307,Carter Group,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,5335,2024-10-22 00:00:00,2024-10-22 00:00:00,verification,2024-10-22 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Check Request,960474,Jennifer Anderson,2024-10-21 00:00:00,6288 - Lake Bradley,kT50pn-087,"Hart, Ortega and Robinson",United States,USD,Account on Hold - Invoice NOT in J&E,30573.62,2024-10-22 00:00:00,2024-10-22 00:00:00,verification,2024-10-22 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Check Request,613630,Tyler Miranda,2024-10-22 00:00:00,4874 - Greenberg,TP95Jb-178,Cuevas PLC,Canada,CAD,Marketing (i.e. Taxes),200,2024-10-22 00:00:00,2024-10-22 00:00:00,verification,2024-10-22 00:00:00,2024-10-22 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Check Request,251935,Nicholas Chung,2024-10-22 00:00:00,3334 - Keithmouth,YS14ji-312,Robbins Inc,Canada,CAD,Marketing (i.e. Taxes),500,2024-10-22 00:00:00,2024-10-22 00:00:00,verification,2024-10-22 00:00:00,2024-10-22 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Check Request,466870,Kayla Thomas,2024-10-22 00:00:00,4856 - south josephfort,iX88zs-198,"Thompson, Turner and Blevins",Canada,CAD,Account on Hold - Invoice in J&E,14962.77,2024-10-22 00:00:00,2024-10-22 00:00:00,verification,2024-10-22 00:00:00,2024-10-25 00:00:00,COMPLETED,due date 10/22/2024,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Union,444264,Robert Shepherd,2024-10-22 00:00:00,7944 - new meaganfurt,jr25rQ-826,Chang Ltd,United States,USD,Union,24025.63,2024-10-22 00:00:00,2024-10-22 00:00:00,AP Processing,2024-10-22 00:00:00,2024-10-22 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Union,457588,Steven Swanson,2024-10-22 00:00:00,3265 - lake deborahport,TT86CE-398,Watson-Leblanc,United States,USD,Union,264,2024-10-22 00:00:00,2024-10-22 00:00:00,AP Processing,2024-10-22 00:00:00,2024-10-22 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Union,901274,David Williams,2024-10-22 00:00:00,8286 - Gainesbury,dW15ch-651,"Miranda, Black and Fox",United States,USD,Union,1255.46,2024-10-22 00:00:00,2024-10-22 00:00:00,AP Processing,2024-10-22 00:00:00,2024-10-22 00:00:00, COMPLETED ,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Union,827590,Justin Bishop,2024-10-22 00:00:00,3515 - north ronnieville,ES80UV-356,"Smith, Nelson and George",United States,USD,Union,6522.56,2024-10-22 00:00:00,2024-10-22 00:00:00,AP Processing,2024-10-22 00:00:00,2024-10-22 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Union,162709,Clifford Mcdonald,2024-10-22 00:00:00,2945 - Normanmouth,bK21oT-524,"Daniel, Davis and Grant",United States,USD,Union,36625.27,2024-10-22 00:00:00,2024-10-22 00:00:00,AP Processing,2024-10-22 00:00:00,2024-10-22 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Union,266770,Wesley Bowers,2024-10-23 00:00:00,6716 - New Carrie,uz83fC-527,Thornton Inc,United States,USD,Union,1900,2024-10-22 00:00:00,2024-10-22 00:00:00,AP Processing,2024-10-22 00:00:00,2024-10-22 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Union,732919,Jessica Warren,2024-10-23 00:00:00,9648 - North Cody,Sy13Fi-979,Williams-Rogers,United States,USD,Union,560.52,2024-10-22 00:00:00,2024-10-22 00:00:00,AP Processing,2024-10-22 00:00:00,2024-10-22 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Union,890264,Dana Savage,2024-10-23 00:00:00,8945 - joshuaburgh,lu77zj-041,"Hayes, Logan and Bush",United States,USD,Union,675,2024-10-22 00:00:00,2024-10-22 00:00:00,AP Processing,2024-10-22 00:00:00,2024-10-22 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Engie,976851,Joseph Sullivan,2024-10-22 00:00:00,8672 - Adamstad,MM48mw-781,"Gibson, Brown and Edwards",United States,CAD,Utility,14836.37,2024-10-22 00:00:00,2024-11-14 00:00:00,Engie Portal,2024-11-14 00:00:00,2024-11-14 00:00:00,COMPLETED,,,Not audited,,,0.0,,,,Oct-24,0.0,
1.0,Engie,795194,Joshua Williams,2024-10-22 00:00:00,5272 - lake judithborough,FZ72ac-563,Hall-Mckee,United States,CAD,Utility,17759.33,2024-10-22 00:00:00,2024-11-14 00:00:00,Engie Portal,2024-11-14 00:00:00,2024-11-14 00:00:00,COMPLETED,,,Not audited,,,0.0,,,,Oct-24,0.0,
1.0,Engie,947429,Cory Kelley,2024-10-22 00:00:00,9761 - Carrton,mI82Ye-512,Carter LLC,United States,CAD,Utility,12748.43,2024-10-22 00:00:00,2024-11-14 00:00:00,Engie Portal,2024-11-14 00:00:00,2024-11-14 00:00:00,COMPLETED,,,Not audited,,,0.0,,,,Oct-24,0.0,
1.0,Engie,248883,Whitney Macdonald DVM,2024-10-22 00:00:00,2246 - MONROETOWN,Po96Bw-263,Griffin-Smith,United States,CAD,Utility,7038.8,2024-10-22 00:00:00,2024-11-14 00:00:00,Engie Portal,2024-11-14 00:00:00,2024-11-14 00:00:00,COMPLETED,,,Not audited,,,0.0,,,,Oct-24,0.0,
1.0,Check Request,270467,Kimberly Ponce,2024-10-22 00:00:00,2704 - West Alison,Cp38pP-477,Lee Ltd,United States,USD,Legal Obligations (i.e. Taxes),18015.66,2024-10-23 00:00:00,2024-10-23 00:00:00,verification,2024-10-23 00:00:00,2024-10-23 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Check Request,192102,Darren Morse,2024-10-22 00:00:00,2213 - patriciahaven,Ow62QX-342,Cox-Kline,United States,USD,Legal Obligations (i.e. Taxes),13286.1,2024-10-23 00:00:00,2024-10-23 00:00:00,verification,2024-10-23 00:00:00,2024-10-23 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Check Request,384651,Lydia Horn,2024-10-23 00:00:00,6974 - South Jose,Va28zq-966,Frank-Davis,Canada,CAD,Utility,100632.45,2024-10-23 16:45:14,2024-10-23 16:45:14,,2024-10-23 16:45:14,2024-10-22 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Check Request,409758,Chad Williams,2024-10-23 00:00:00,4482 - Cynthiamouth,Rw75XD-325,"Miller, Turner and Boone",Canada,CAD,Utility,64706.42,2024-10-23 16:45:57,2024-10-23 16:45:57,verification,2024-10-23 16:45:57,2024-10-23 16:45:57,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Check Request,170758,Jeremy Wallace,2024-10-23 00:00:00,2981 - Kathymouth,CL38Sm-240,Oneill and Sons,United States,USD,Legal Obligations (i.e. Taxes),1962,2024-10-23 19:03:33,2024-10-23 19:03:33,verification,2024-10-23 19:03:33,2024-10-25 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Check Request,520635,Anthony Ward,2024-10-23 00:00:00,1545 - Greenstad,LG65IS-289,Gray and Sons,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,6000,2024-10-23 20:10:40,2024-10-23 20:10:40,verification,2024-10-23 20:10:40,2024-10-25 00:00:00, COMPLETED ,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Check Request,177287,Heather Diaz,2024-10-23 00:00:00,5670 - Sandrashire,kR55cz-059,"Bennett, Petty and Richardson",United States,USD,Legal Obligations (i.e. Taxes),3758794.94,2024-10-23 20:12:59,2024-10-23 20:12:59,verification,2024-10-23 20:12:59,2024-10-24 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Check Request,508422,Daniel White,2024-10-23 00:00:00,2510 - LAKE KAYLAPORT,PD33Nh-706,"Bailey, Murphy and Stanley",Canada,CAD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,569.52,2024-10-23 20:30:58,2024-10-23 20:30:58,verification,2024-10-23 20:30:58,2024-10-23 20:30:58,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Check Request,109039,Linda Fernandez,2024-10-23 00:00:00,1561 - South Alyssa,uZ04FN-285,Braun-Mata,Canada,CAD,Account on Hold - Invoice NOT in J&E,2396.31,2024-10-23 21:15:21,2024-10-23 21:15:21,verification,2024-10-23 21:15:21,2024-10-31 00:00:00,COMPLETED,receipt is created proper today and now proessed.,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Check Request,386893,Ralph Rodriguez,2024-10-24 00:00:00,1934 - Nguyenhaven,Tz87jW-321,Miranda PLC,Canada,CAD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,339992.78,2024-10-24 00:00:00,2024-10-24 00:00:00,verification,2024-10-24 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Union,138120,Michael Cross DDS,2024-10-23 00:00:00,9464 - Brendafort,IQ82cT-308,"Patel, Harris and Barr",United States,USD,Union,582,2024-10-24 00:00:00,2024-10-24 00:00:00,AP Processing,2024-10-24 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Union,846767,Stacy Garcia,2024-10-23 00:00:00,4440 - Bryanmouth,JC35fq-598,"Williams, Smith and Spence",United States,USD,Union,2572,2024-10-24 00:00:00,2024-10-24 00:00:00,AP Processing,2024-10-24 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Union,390850,Brett Maxwell,2024-10-23 00:00:00,2660 - solomonfort,UZ21ZW-923,Black-Baker,United States,USD,Union,5.72,2024-10-24 00:00:00,2024-10-24 00:00:00,AP Processing,2024-10-24 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Union,831164,Anna Andersen,2024-10-23 00:00:00,3260 - Port Logan,ds64Sx-666,"Howard, Wilkerson and Graham",United States,USD,Union,77024.77,2024-10-24 00:00:00,2024-10-24 00:00:00,AP Processing,2024-10-24 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Union,891076,Gary Phillips,2024-10-23 00:00:00,3176 - Port Williammouth,Zj89Ir-453,"Miller, Hicks and Crawford",United States,USD,Union,57580.07,2024-10-24 00:00:00,2024-10-24 00:00:00,AP Processing,2024-10-24 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Union,376037,Melanie Brown,2024-10-23 00:00:00,9570 - New Michelemouth,qD35XV-788,Owens Inc,United States,USD,Union,800,2024-10-24 00:00:00,2024-10-24 00:00:00,AP Processing,2024-10-24 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Check Request,369049,Carol Johnson,2024-10-16 00:00:00,8044 - Nathanville,MF15aP-415,Owen-Lewis,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,29000,2024-10-24 00:00:00,2024-10-24 00:00:00,verification,2024-10-24 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Check Request,478644,Jacqueline Hall,2024-10-16 00:00:00,1136 - LAKE REBECCA,wo54ct-134,Johnson-White,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,9000,2024-10-24 00:00:00,2024-10-24 00:00:00,verification,2024-10-24 00:00:00,2024-10-25 00:00:00,COMPLETED,rejected by Originator - Invoice already processed and paid Sep month for different CKR request,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Check Request,267721,Tara Hale,2024-10-17 00:00:00,1478 - port justin,AT53xD-356,"Hood, Cook and Curry",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,7750,2024-10-24 00:00:00,2024-10-24 00:00:00,verification,2024-10-24 00:00:00,2024-10-25 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Check Request,114870,Christopher Smith,2024-10-17 00:00:00,4875 - Jonesshire,kz26Yw-256,"Dawson, Hill and Odonnell",United States,USD,Account on Hold - Invoice in J&E,125782,2024-10-24 00:00:00,2024-10-24 00:00:00,verification,2024-10-24 00:00:00,2024-10-25 00:00:00,COMPLETED,10172024,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Check Request,177918,Chad Kim,2024-10-21 00:00:00,2386 - South Matthew,QZ85vz-962,"Thompson, Rivera and Harris",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,600,2024-10-24 00:00:00,2024-10-24 00:00:00,verification,2024-10-24 00:00:00,2024-10-28 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Check Request,391859,Riley Knight,2024-10-22 00:00:00,7754 - south rachel,uC08YJ-108,Lang Group,United States,USD,Account on Hold - Invoice in J&E,3031.21,2024-10-24 00:00:00,2024-10-24 00:00:00,verification,2024-10-24 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Check Request,304064,Amy Moore,2024-10-23 00:00:00,1574 - North Jenniferstad,LG80VG-045,Brown LLC,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,5753,2024-10-24 00:00:00,2024-10-24 00:00:00,verification,2024-10-24 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Check Request,444409,Robert Ellison,2024-10-23 00:00:00,1044 - Leeland,Mz93eC-419,Robertson-Austin,China,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,109704.6,2024-10-24 00:00:00,2024-10-24 00:00:00,verification,2024-10-24 00:00:00,2024-10-24 00:00:00, COMPLETED ,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Check Request,572363,Brian Lewis,2024-10-23 00:00:00,5638 - Bellton,Ma64EA-432,Santos-Hendrix,United States,USD,Utility,346021.83,2024-10-24 00:00:00,2024-10-24 00:00:00,verification,2024-10-24 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Check Request,908754,Catherine Johns,2024-10-23 00:00:00,7127 - Jamesburgh,VI58LG-244,Montgomery and Sons,United States,USD,Legal Obligations (i.e. Taxes),304396.33,2024-10-24 00:00:00,2024-10-24 00:00:00,verification,2024-10-24 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Check Request,672854,Mary Parks,2024-10-23 00:00:00,9441 - New Jenniferfurt,Yv77qV-498,Browning Group,United States,USD,Utility,1615.89,2024-10-24 00:00:00,2024-10-24 00:00:00,verification,2024-10-24 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Union,317599,Mark Williamson,2024-10-24 00:00:00,5663 - East Gabriellatown,QG85Ye-067,Stanley Ltd,United States,USD,Union,4172.19,2024-10-24 00:00:00,2024-10-24 00:00:00,AP Processing,2024-10-24 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Union,917496,Douglas Blanchard,2024-10-24 00:00:00,8967 - West Larrychester,sP44wZ-649,Young LLC,United States,USD,Union,8275.71,2024-10-24 00:00:00,2024-10-24 00:00:00,AP Processing,2024-10-24 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Union,284311,Phillip Padilla PhD,2024-10-24 00:00:00,3819 - Kristyville,Pw99MW-248,Smith Group,United States,USD,Union,10961.49,2024-10-24 00:00:00,2024-10-24 00:00:00,AP Processing,2024-10-24 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Union,928645,Juan Galvan,2024-10-24 00:00:00,3264 - Mooreshire,Qo10Zr-615,Garcia and Sons,United States,USD,Union,139989,2024-10-24 00:00:00,2024-10-24 00:00:00,AP Processing,2024-10-24 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,AR REFUND,408302,Leslie Diaz,2024-10-22 00:00:00,7774 - Chadton,gQ33lJ-667,Chase Inc,United States,USD,AR Refund Check,798,2024-10-24 00:00:00,2024-10-24 00:00:00,AP Processing,2024-10-24 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,AR REFUND,351774,David Potter,2024-10-21 00:00:00,7751 - SOUTH TREVOR,eb81ZY-079,Smith Ltd,United States,USD,AR Refund Check,3001.2,2024-10-24 00:00:00,2024-10-24 00:00:00,AP Processing,2024-10-24 00:00:00,2024-10-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Check Request,115278,Adam Long,2024-10-23 00:00:00,2860 - South Ashleybury,gF84Ks-824,"Medina, Leon and Contreras",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,2450,2024-10-24 02:14:00,2024-10-24 02:14:00,verification,2024-10-24 02:14:00,2024-10-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Engie,419209,Lisa Booker,2024-10-23 00:00:00,5766 - LAKE JESSICA,yz65kN-225,"Mitchell, Mckinney and Gross",United States,USD,Engie Bills,38056.13,2024-10-24 02:14:00,2024-10-24 02:14:00,Engie Portal,2024-10-24 02:14:00,2024-10-24 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Engie,812010,Alexandria Vaughn,2024-10-23 00:00:00,8285 - Billland,oa52wf-305,Sullivan-Riddle,United States,USD,Engie Bills,8856.28,2024-10-24 02:14:00,2024-10-24 02:14:00,Engie Portal,2024-10-24 02:14:00,2024-10-24 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,TRANS INTERNATIONAL,717388,April Bailey,2024-10-25 00:00:00,2367 - Jonesborough,Fl32uR-708,Jones-Wong,United States,USD,FRIGHT,7055,2024-10-25 00:00:00,2024-10-25 00:00:00,Trans International,2024-10-25 00:00:00,2024-10-25 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Check Request,959520,Sherry Patterson,2024-10-24 00:00:00,2593 - Port Johnfort,oc46IG-622,Brown and Sons,Canada,CAD,Account on Hold - Invoice in J&E,4801.19,2024-10-25 14:35:50,2024-10-28 00:00:00,verification,2024-10-28 00:00:00,2024-10-31 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,0.0,
1.0,Check Request,965585,Melissa Wolf,2024-10-24 00:00:00,4522 - New Stevehaven,kv61dE-589,Ortiz Ltd,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,339992.78,2024-10-28 00:00:00,2024-10-28 00:00:00,AP Processing,2024-10-28 00:00:00,2024-10-28 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Check Request,176318,Joshua Sims,2024-10-24 00:00:00,8069 - Robertmouth,Wv13MR-339,Guerra LLC,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,8500,2024-10-28 00:00:00,2024-10-28 00:00:00,AP Processing,2024-10-28 00:00:00,2024-10-28 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Check Request,485204,Tina Mooney,2024-10-24 00:00:00,6403 - New Stevenbury,WD75Ly-235,Hernandez-Jensen,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,2625,2024-10-28 00:00:00,2024-10-28 00:00:00,AP Processing,2024-10-28 00:00:00,2024-10-28 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Check Request,199606,Luis Mcclain,2024-10-24 00:00:00,6951 - Robinsonville,Mf59VD-314,"Sanchez, Wilson and Williams",United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,5466.35,2024-10-28 00:00:00,2024-10-28 00:00:00,AP Processing,2024-10-28 00:00:00,2024-10-28 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Check Request,919261,Heather Wolf,2024-10-25 00:00:00,1652 - Phamberg,Ur07cN-757,Diaz-Moore,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,3333.12,2024-10-28 00:00:00,2024-10-28 00:00:00,verification,2024-10-28 00:00:00,2024-10-28 00:00:00, COMPLETED ,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Union,120568,James Bradley,2024-10-28 00:00:00,2161 - Reedburgh,jc36ef-024,Willis PLC,United States,USD,Union,1900,2024-10-28 00:00:00,2024-10-28 00:00:00,verification,2024-10-28 00:00:00,2024-10-28 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Union,595808,Isaiah Jones,2024-10-28 00:00:00,4373 - Collinston,Wy97jn-025,"Quinn, Jones and Green",United States,USD,Union,675,2024-10-28 00:00:00,2024-10-28 00:00:00,verification,2024-10-28 00:00:00,2024-10-28 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Union,672877,Victor Hudson,2024-10-28 00:00:00,2229 - North Allenfurt,GA64nB-063,"Whitehead, Williamson and Schmidt",United States,USD,Union,560.52,2024-10-28 00:00:00,2024-10-28 00:00:00,verification,2024-10-28 00:00:00,2024-10-28 00:00:00, COMPLETED ,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Union,826883,Maria Sanders,2024-10-28 00:00:00,2660 - Ruizton,cX05CA-747,Cuevas Group,United States,USD,Union,560.52,2024-10-28 00:00:00,2024-10-28 00:00:00,verification,2024-10-28 00:00:00,2024-10-28 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Union,883279,Thomas Holloway,2024-10-28 00:00:00,9229 - New Hannahton,cS70vh-310,Mayer Group,United States,USD,Union,3388.5,2024-10-28 00:00:00,2024-10-28 00:00:00,verification,2024-10-28 00:00:00,2024-10-28 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Union,235286,Joshua Love,2024-10-28 00:00:00,8317 - New Jasonstad,BX11gm-277,"Sweeney, Thomas and Fisher",United States,USD,Union,1428.27,2024-10-28 00:00:00,2024-10-28 00:00:00,verification,2024-10-28 00:00:00,2024-10-28 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,Check Request,127859,Andrew Dominguez,2024-10-28 00:00:00,4707 - Jamesland,oO86JP-729,"Li, Moore and Hoffman",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,19909.43,2024-10-28 00:00:00,2024-10-28 00:00:00,verification,2024-10-28 00:00:00,2024-10-28 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Engie,217162,John Adams,2024-10-28 00:00:00,2931 - South Claytonhaven,xI35Te-865,Johnson LLC,United States,USD,Engie Bills,21129.9,2024-10-28 00:00:00,2024-10-28 00:00:00,Engie Portal,2024-10-28 00:00:00,2024-10-28 00:00:00, COMPLETED ,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Engie,982061,Michelle Huber,2024-10-28 00:00:00,8363 - kristinmouth,Tv28cu-485,Davis Inc,United States,USD,Engie Bills,11832.64,2024-10-28 00:00:00,2024-10-28 00:00:00,Engie Portal,2024-10-28 00:00:00,2024-10-28 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,Check Request,479607,Laura Roberts,2024-10-28 00:00:00,7381 - NORTH VICTORTOWN,SA63CH-530,"White, Phillips and Casey",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,13287.69,2024-10-28 00:00:00,2024-10-28 00:00:00,verification,2024-10-28 00:00:00,2024-10-28 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Oct-24,1.0,
1.0,AR REFUND,743962,Tracey Brooks,2024-10-23 00:00:00,2928 - NORTH SAMANTHABERG,eb73OC-841,Herring-Dawson,United States,USD,AR Refund Check,1250,2024-10-28 00:00:00,2024-10-28 00:00:00,AP Processing,2024-10-28 00:00:00,2024-10-28 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,AR REFUND,169700,Aaron Henry,2024-10-23 00:00:00,1195 - Lake Darryl,Yy34Xs-294,"Bennett, Schultz and Wilson",United States,USD,AR Refund Check,1201.54,2024-10-28 00:00:00,2024-10-28 00:00:00,AP Processing,2024-10-28 00:00:00,2024-10-28 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,AR REFUND,539976,Ryan Moore,2024-10-23 00:00:00,9777 - castroborough,Km11Iz-713,Barry PLC,United States,USD,AR Refund Check,531.47,2024-10-28 00:00:00,2024-10-28 00:00:00,AP Processing,2024-10-28 00:00:00,2024-10-28 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
1.0,AR REFUND,162899,Daniel Chen,2024-10-23 00:00:00,4307 - West Codyton,iV30Zw-858,Garcia-Joseph,United States,USD,AR Refund Check,21.35,2024-10-28 00:00:00,2024-10-28 00:00:00,AP Processing,2024-10-28 00:00:00,2024-10-28 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Oct-24,1.0,
