count_of_invoice,type_of_request,request_id,created_by,created_on,branch_name,supplier_code,name,country,currency,sub_request_type,amount,task_start,actioned_date,request_received_stage,request_received_date,completed_date,status_of_request,pending_reason,pending_with_approver/requestor,qc_status,audited_by,auditor_comments,ageing_sla_fpy,month,,,,,
1,Check Request,114090,Sherri Sullivan,22-07-24,1516 - Fullermouth,rB03lw-411,"Ramirez, Watkins and Hicks",United States,USD,Utility,360252,23-07-24,23-07-24,verification,23-07-24,23-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,651495,Mike Patel,22-07-24,2283 - Kaylaland,YG95bR-412,"Garrett, Campbell and Turner",United States,USD,Utility,2929,23-07-24,23-07-24,verification,23-07-24,23-07-24, COMPLETED ,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,770683,Thomas Garcia,22-07-24,9485 - Port Brandyshire,vR94Wu-930,Hernandez-Wilkerson,United States,USD,Legal Obligations (i.e. Taxes),1525,23-07-24,23-07-24,verification,23-07-24,25-07-24,COMPLETED,"
Please help with GL coding details like Brach #, GL account & profit center details. the one which you provided
is not complete information please cross check and help with valid coding details.",No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,411960,Robin Clay,22-07-24,7069 - Lake Makayla,tA34Ds-009,Carr Ltd,Canada,CAD,Account on Hold - Invoice in J&E,765,23-07-24,23-07-24,verification,23-07-24,25-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,898833,Kelly Miller,22-07-24,3474 - morenoside,tu80Dx-411,Castro-Robertson,United States,USD,Union,37535,23-07-24,23-07-24,AP Processing,23-07-24,23-07-24, COMPLETED ,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Union,341207,Mrs. Amanda Kelley DDS,23-07-24,1101 - Edwardsborough,wP33Dr-951,Day Inc,United States,USD,Union,240,23-07-24,23-07-24,AP Processing,23-07-24,23-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,931190,Johnny Whitaker,23-07-24,6415 - New Adammouth,bI60mf-678,Garrett PLC,United States,USD,Union,2648,23-07-24,23-07-24,AP Processing,23-07-24,23-07-24, COMPLETED ,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Engie,966579,Mrs. Courtney Wong,22-07-24,5014 - East Joseph,Va24FU-653,Morris Ltd,Canada,CAD,Engie Bills,12438,23-07-24,23-07-24,Engie Portal,23-07-24,23-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Engie,484447,Adam Sanchez,22-07-24,4486 - North Joseph,vj22eu-995,Walker Group,Canada,CAD,Engie Bills,3683,23-07-24,23-07-24,Engie Portal,23-07-24,23-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,381288,Logan Massey,23-07-24,3662 - North Kristin,JJ72LC-314,Gonzalez-Nixon,United States,USD,Union,25939,23-07-24,23-07-24,AP Processing,23-07-24,23-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Union,386394,Juan Carroll,23-07-24,1125 - north andrewfurt,Gq55hm-596,"Edwards, Cowan and Hernandez",United States,USD,Union,198,23-07-24,23-07-24,AP Processing,23-07-24,23-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,868380,Ryan Carpenter,23-07-24,4985 - Baileyview,JD89vy-288,Jones LLC,United States,USD,Union,716,23-07-24,23-07-24,AP Processing,23-07-24,23-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,564366,Stacy Werner,22-07-24,3990 - Reedchester,VW99uX-908,Carr Ltd,United States,USD,Account on Hold - Invoice NOT in J&E,24000,23-07-24,23-07-24,verification,23-07-24,24-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,480953,Michelle Holden,23-07-24,7524 - Kristyland,IO69Wm-202,Curtis-Rice,United States,USD,Account on Hold - Invoice NOT in J&E,15000,23-07-24,23-07-24,verification,23-07-24,23-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,913148,Deborah Wood,23-07-24,7861 - clarkberg,QE52Xv-876,Le-Reynolds,Canada,CAD,Legal Obligations (i.e. Taxes),14322,23-07-24,23-07-24,AP Processing,23-07-24,25-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,891333,Taylor Flores,23-07-24,9608 - Christopherfort,xO66ZI-731,"Cook, Bell and Gamble",Canada,CAD,Legal Obligations (i.e. Taxes),5632,23-07-24,23-07-24,AP Processing,23-07-24,25-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,934943,Tyler Taylor,11-07-24,5895 - port valerie,ZD41NZ-714,"Allen, Davila and Brown",United States,USD,Legal Obligations (i.e. Taxes),500,23-07-24,23-07-24,verification,23-07-24,23-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,101074,Victoria Wright,02-07-24,6516 - north james,UT68Ma-519,Estrada-Pitts,United States,USD,Marketing (i.e. Taxes),4000,24-07-24,24-07-24,verification,24-07-24,25-07-24,COMPLETED,was in back to originator queue - 07/25/2024 processed now,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
10,Check Request,298642,Betty Pollard,12-07-24,8517 - Williamland,jb76Xn-515,Martin Group,United States,USD,Legal Obligations (i.e. Taxes),3803,24-07-24,24-07-24,verification,24-07-24,25-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,423406,Katie Alvarez,23-07-24,2463 - Solisburgh,HA50bB-836,Porter LLC,United States,USD,Legal Obligations (i.e. Taxes),242898,24-07-24,24-07-24,verification,24-07-24,25-07-24,COMPLETED,due date changed to 07/30/2024 as per CKR,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,894568,Robert Munoz,23-07-24,9497 - Fryebury,WA78qf-449,"Kelly, Burke and Butler",United States,USD,Legal Obligations (i.e. Taxes),7901,24-07-24,24-07-24,verification,24-07-24,25-07-24,COMPLETED,due date changed to 07/30/2024 as per CKR,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,508041,Michelle Newman,23-07-24,7505 - New Katieton,kQ13ER-589,Alexander-Hunt,United States,USD,Union,1550,24-07-24,24-07-24,AP Processing,24-07-24,24-07-24, COMPLETED ,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,871081,Victoria Marshall,23-07-24,9476 - Angelatown,Yj00fM-698,Lopez-Hernandez,United States,USD,Union,2453,24-07-24,24-07-24,AP Processing,24-07-24,24-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,309745,Amy Montgomery,23-07-24,8319 - gilmoreland,ub29Cy-024,Campbell-Herrera,United States,USD,Union,1168,24-07-24,24-07-24,AP Processing,24-07-24,24-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,204789,Jeffrey Benton Jr.,24-07-24,1211 - East Kelseyhaven,qK24XR-864,Adams-Waller,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,156926,24-07-24,24-07-24,verification,24-07-24,24-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,945955,Kristin Brown,24-07-24,5609 - West Kevinbury,Rv98gO-159,Bauer-Walker,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,13176,24-07-24,24-07-24,verification,24-07-24,24-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,950795,Sean Hernandez,24-07-24,1182 - South Tinamouth,dj77fN-434,Prince Ltd,United States,USD,Legal Obligations (i.e. Taxes),55483,24-07-24,24-07-24,verification,24-07-24,24-07-24,COMPLETED,Karishma Need to Confirm on the Branch,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Union,821643,Ana Higgins,24-07-24,5344 - Martinezville,or70Hn-206,"Ryan, Lopez and Lewis",United States,USD,Union,29,24-07-24,24-07-24,verification,24-07-24,24-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,198669,Theresa Luna,24-07-24,2202 - South Daniel,mq23fx-486,"Rodriguez, Horton and Williams",United States,USD,Union,57143,24-07-24,24-07-24,verification,24-07-24,24-07-24, COMPLETED ,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Union,445925,Katherine Padilla,24-07-24,4533 - Blacktown,EO21tg-386,Melendez-Macias,United States,USD,Union,14567,24-07-24,24-07-24,verification,24-07-24,24-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,301571,Victoria Lewis,12-07-24,5254 - Port Donnamouth,wV71Na-448,Anderson-Martinez,United States,USD,Legal Obligations (i.e. Taxes),500,24-07-24,24-07-24,verification,24-07-24,24-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,817438,Joshua Leonard,22-07-24,8691 - Mcculloughbury,vZ71zH-384,"Sandoval, Chambers and Robinson",United States,USD,Donation / contribution,500,24-07-24,24-07-24,verification,24-07-24,25-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,106764,Kelly Liu,24-07-24,3055 - Davidmouth,Bk45rG-861,Garrett-Hardy,United States,USD,Legal Obligations (i.e. Taxes),34081,24-07-24,24-07-24,verification,24-07-24,26-07-24,COMPLETED,due date changed to 07/26/2024 as per CKR,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,974899,Brianna Ryan,24-07-24,7947 - South Timothy,Xn43Uo-889,"Goodman, Phillips and Levine",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,20000,24-07-24,24-07-24,verification,24-07-24,25-07-24,COMPLETED,due date changed to 07/29/2024 as per CKR,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,964555,Emily Smith,24-07-24,8981 - Wilsontown,eU04HS-498,Wilson-Hurley,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,110,24-07-24,24-07-24,verification,24-07-24,24-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,159284,Michelle Howard,24-07-24,8960 - Hubbardfurt,nV95OG-812,"Carter, Allen and Murray",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,2923,24-07-24,24-07-24,verification,24-07-24,26-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,775101,William Austin,24-07-24,9705 - Foxchester,My67bb-397,Gomez-Williamson,Canada,CAD,Legal Obligations (i.e. Taxes),4708,24-07-24,24-07-24,verification,24-07-24,25-07-24,COMPLETED,due date changed to 07/26/2024 as per CKR,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,565368,Monica Oconnor,24-07-24,8528 - Robertport,cs86KL-078,Richardson-Chung,Canada,CAD,Account on Hold - Invoice NOT in J&E,276921,24-07-24,24-07-24,verification,24-07-24,25-07-24, COMPLETED ,due date changed to 07/31/2024 as per CKR,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,702037,Kyle Blake,24-07-24,8530 - West Thomasbury,mg03lY-326,Howard-Neal,United States,USD,Account on Hold - Invoice NOT in J&E,1602,24-07-24,24-07-24,Unknown Stage,24-07-24,25-07-24,COMPLETED,due date changed to 07/29/2024 as per CKR,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,356076,Christopher Banks,24-07-24,7621 - Nancyport,MH51nQ-776,Hill-Villa,Canada,CAD,Account on Hold - Invoice NOT in J&E,75469,24-07-24,24-07-24,verification,24-07-24,25-07-24,COMPLETED,due date changed to 07/31/2024 as per CKR,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,858889,Bryan Davis DVM,24-07-24,7348 - dunnmouth,bJ67Jx-139,"Blackwell, Barnett and Smith",United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,1115,24-07-24,24-07-24,verification,24-07-24,25-07-24,COMPLETED,Unable to change due date as Deb was in AP 14,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Engie,643069,Tiffany Hughes,24-07-24,4609 - Lake Steven,rc08hj-542,"Murray, Guerrero and Taylor",United States,USD,Engie Bills,17388,24-07-24,24-07-24,Engie Portal,24-07-24,25-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Engie,979071,Michael Taylor,24-07-24,2319 - West Gerald,xs82jf-731,"Mcguire, Smith and Perez",United States,USD,Engie Bills,12849,24-07-24,24-07-24,Engie Portal,24-07-24,25-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,593820,Brendan Kelly,10-07-24,7771 - Wallacefurt,dz25uD-887,Castillo LLC,United States,USD,Utility,51,25-07-24,25-07-24,verification,25-07-24,25-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,370860,Sherry Porter,25-07-24,5784 - Lovebury,jd02LH-445,"Buckley, Davis and Hawkins",United States,USD,Union,1271,25-07-24,25-07-24,AP Processing,25-07-24,25-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,751330,James Perez,24-07-24,6560 - Christopherfurt,xs14Id-818,Morrison PLC,United States,USD,Union,35673,25-07-24,25-07-24,AP Processing,25-07-24,25-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Union,831369,Miss Gina Walton,24-07-24,7103 - East Jessicabury,vf50BG-098,Hill LLC,United States,USD,Union,42058,25-07-24,25-07-24,AP Processing,25-07-24,25-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Union,663626,Alicia Obrien,23-07-24,4510 - Singhtown,pv50qh-529,Foster PLC,United States,USD,Union,1358,25-07-24,25-07-24,AP Processing,25-07-24,25-07-24, COMPLETED ,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,255488,Mrs. Jacqueline Jackson,11-07-24,8454 - West Ericatown,dH07Gi-372,Moyer-Taylor,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,5739,25-07-24,25-07-24,verification,25-07-24,26-07-24,COMPLETED,due date changed to 07/03/2024,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,484067,Kendra Smith,23-07-24,5413 - Jenniferton,uP25rO-746,"Anderson, Bryant and Lane",United States,USD,Account on Hold - Invoice NOT in J&E,5791,25-07-24,25-07-24,verification,25-07-24,26-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,442637,Alexander Stein,24-07-24,2946 - FLYNNLAND,PZ48qs-063,"Petersen, Graves and Johnson",United States,USD,Legal Obligations (i.e. Taxes),13187,25-07-24,25-07-24,verification,25-07-24,26-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,435182,Shannon Sosa,24-07-24,5071 - Dawnville,sb68Fb-023,"Bailey, Larson and Lane",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,2796,25-07-24,25-07-24,Unknown Stage,25-07-24,26-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,849503,Marc White,24-07-24,6601 - Chandlerbury,cg26GI-726,"Hall, Oneal and Anderson",United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,190,25-07-24,25-07-24,verification,25-07-24,30-07-24,COMPLETED,Invoice ready to transfer Stage 07/30/2024 this processed in Alusta.,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,543619,Gregory Wiggins,24-07-24,6736 - east brian,uN03aM-814,"Everett, Allen and Russell",Canada,CAD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,2825,25-07-24,25-07-24,verification,25-07-24,26-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,334778,Linda Berry,24-07-24,6528 - Tonyfort,sV70JS-782,"Wang, Nguyen and Eaton",United States,USD,Marketing (i.e. Taxes),1500,25-07-24,25-07-24,verification,25-07-24,25-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,525182,Michelle Hobbs,25-07-24,7707 - West Jennifer,ge14hz-944,Blair Group,United States,USD,Donation / contribution,1750,25-07-24,25-07-24,verification,25-07-24,25-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,212084,Charles Fuentes,25-07-24,4973 - Jonesland,rP49IL-649,Li PLC,United States,USD,Donation / contribution,7500,25-07-24,25-07-24,verification,25-07-24,26-07-24,COMPLETED,due date changed to 08/02/2024,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,758836,Andrew Medina,25-07-24,7896 - daniellestad,Ky70uq-964,Leon-Long,Canada,CAD,Utility,50856,25-07-24,25-07-24,verification,25-07-24,26-07-24, COMPLETED ,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,550724,Teresa Aguirre,25-07-24,6110 - East Linda,PQ59Gb-000,"Smith, Smith and Rodriguez",United States,USD,Donation / contribution,3000,25-07-24,25-07-24,verification,25-07-24,25-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,348383,Eddie Bailey,25-07-24,5585 - Christopherberg,vP73nr-501,Moore and Sons,Canada,CAD,Utility,55300,25-07-24,25-07-24,verification,25-07-24,26-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,315131,Joseph Mccullough,25-07-24,4700 - South Jacobhaven,et84JL-298,Martin-Thompson,Canada,CAD,Account on Hold - Invoice NOT in J&E,3466,25-07-24,25-07-24,verification,25-07-24,26-07-24,COMPLETED,due date changed to 07/26/2024,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,114468,Mr. Zachary Mora DVM,25-07-24,7911 - West Jenniferchester,Na78Lb-390,"Jenkins, Quinn and Berg",United States,USD,Account on Hold - Invoice NOT in J&E,9114,25-07-24,25-07-24,verification,25-07-24,06-08-24,COMPLETED,Awaiting for IP team to process this in Alusta.- IP team posted in on 08/06/2024 and suppoting attached - due date changed to record date  08/06/2024,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,674326,Kimberly Price,25-07-24,7413 - Brownborough,Mb71lU-702,"Barber, Rose and Burns",Canada,CAD,Account on Hold - Invoice in J&E,5980,25-07-24,25-07-24,verification,25-07-24,26-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
15,Check Request,599608,Bruce Spencer,25-07-24,2835 - new amandastad,iE80Ha-133,"Anderson, Sanchez and Fernandez",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,53555,25-07-24,25-07-24,verification,25-07-24,26-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
11,Check Request,932818,Jacob Allen,25-07-24,3196 - Lake Alejandraview,tG91Jm-191,Thomas-Evans,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,57912,25-07-24,25-07-24,verification,25-07-24,26-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,701898,Chelsea Powell,25-07-24,6834 - West Lisa,SF77eN-356,Perkins and Sons,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,26400,25-07-24,25-07-24,verification,25-07-24,26-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,554014,Thomas Morse,25-07-24,7771 - South John,Jl49fU-556,Wilson-Miller,United States,USD,Legal Obligations (i.e. Taxes),8000,25-07-24,25-07-24,verification,25-07-24,25-07-24,COMPLETED,Supplier Number need to proivde,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,787572,Susan Zimmerman,25-07-24,4587 - Rosehaven,It06bm-908,Castillo Ltd,United States,USD,Union,1380,25-07-24,25-07-24,verification,25-07-24,25-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,464548,Annette Meyer,25-07-24,2543 - Ramosbury,Ky87yj-535,Vaughan-Watson,United States,USD,Union,2016,25-07-24,25-07-24,verification,25-07-24,25-07-24, COMPLETED ,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Union,946364,Erica Rose,25-07-24,6280 - Tonyport,WY35Nw-467,"Neal, Patrick and Jacobson",United States,USD,Union,24637,25-07-24,25-07-24,verification,25-07-24,25-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Union,187292,Kim Long,25-07-24,8135 - Clintonchester,Mi38VK-377,Sanchez PLC,United States,USD,Union,437,25-07-24,25-07-24,verification,25-07-24,25-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,AR REFUND,721943,Christina Flores,25-07-24,4232 - Hughesville,CL57mD-405,Henry PLC,Canada,CAD,AR Refund Check,12101,26-07-24,26-07-24,verification,26-07-24,26-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,AR REFUND,378675,Craig Raymond,25-07-24,9130 - mcgeebury,xx60Sj-288,"Brooks, Mcdowell and Taylor",United States,USD,AR Refund Check,862,26-07-24,26-07-24,verification,26-07-24,26-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Engie,627846,Jeffrey Miller,24-07-24,1155 - New Richardfort,Yq98Zz-002,Anthony-Nelson,United States,USD,Engie Bills,33693,26-07-24,26-07-24,Engie Portal,26-07-24,29-07-24, COMPLETED ,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Engie,975529,Brian Hoffman,24-07-24,7067 - Davidborough,vJ14aq-122,"Pacheco, Foster and Thomas",United States,USD,Engie Bills,12417,26-07-24,26-07-24,Engie Portal,26-07-24,29-07-24, COMPLETED ,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,723359,Elizabeth Gay,24-07-24,5497 - South Allison,ha84xx-951,"Ward, Walker and Jones",China,USD,Account on Hold - Invoice NOT in J&E,179786,26-07-24,26-07-24,verification,26-07-24,29-07-24,COMPLETED,duedate chnaged as per CKR - 08/16/2024,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,TRANS INTERNATIONAL,360549,Patricia Hale,26-07-24,2488 - Alexandratown,EI96qe-728,Arnold Inc,United States,USD,FRIGHT,6127,26-07-24,26-07-24,Trans International,26-07-24,26-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,TRANS INTERNATIONAL,597357,Amanda Arroyo,26-07-24,1868 - New Melinda,Gz85Un-678,Jimenez PLC,United States,USD,FRIGHT,2523,26-07-24,26-07-24,Trans International,26-07-24,26-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,593101,Kevin Mccullough,26-07-24,7598 - South Emilyside,Li21Aw-623,"Stewart, Torres and Smith",United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,22000,29-07-24,29-07-24,verification,29-07-24,29-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,834525,Margaret Stevenson,24-07-24,2035 - New Larryview,Rm72Gd-444,Morgan-Jones,United States,USD,Legal Obligations (i.e. Taxes),1606,29-07-24,29-07-24,verification,29-07-24,29-07-24, COMPLETED ,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,394898,Amber Turner,24-07-24,1617 - south donald,fs77Mv-442,"Morales, Garcia and Smith",United States,USD,Legal Obligations (i.e. Taxes),28811,29-07-24,29-07-24,verification,29-07-24,29-07-24,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Jul-24,,,,,
1,Check Request,678695,Victor Williams,24-07-24,6738 - Bullockbury,TZ04UW-794,"Robinson, Rivas and Hicks",United States,USD,Legal Obligations (i.e. Taxes),538,29-07-24,29-07-24,verification,29-07-24,29-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,808195,Shelly Rodgers,24-07-24,3032 - Port Sandymouth,wd76SF-441,Hayes PLC,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,1679,29-07-24,29-07-24,verification,29-07-24,29-07-24,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
1,Check Request,239484,Cassandra Wood,24-07-24,1800 - East Ellenside,jB95yi-853,Johnson PLC,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,14100,29-07-24,29-07-24,verification,29-07-24,29-07-24,COMPLETED,Due dates has been changed as per the CKR due date ,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Jul-24,,,,,
